
1683544770,0.141179
1683545190,0.138460
1683545593,0.094858
1683545986,0.095131
1683546380,0.071078
1683546775,0.074856
1683547176,0.100921
1683548934,0.101376
1683550293,0.116200
1683551072,0.109221
1683552189,0.102875
1683552582,0.094278
1683552993,0.099483
1683553400,0.101059
1683553789,0.072464
1683554187,0.145663
1683554921,0.148484
1683555765,0.089371
1683556167,0.118624
1683556563,0.389698
1683556972,0.086661
1683557370,0.092287
1683557764,0.093952
1683558533,0.080208
1683559330,0.104840
1683559729,0.125544
1683560139,0.138437
1683560550,0.148460
1683560951,0.086639
1683561351,0.089933
1683562220,0.105525
1683563372,0.102906
1683563986,0.191675
1683564395,0.109157
1683564792,0.071800
1683565193,0.144811
1683565986,0.089471
1683566574,0.116658
1683566962,0.130572
1683567377,0.144655
1683567778,0.092266
1683568174,0.104527
1683568573,0.103437
1683569430,0.079399
1683570315,0.113341
1683570731,0.098910
1683571137,0.150413
1683571535,0.088700
1683571945,0.106711
1683572337,0.094010
1683573043,0.141948
1683573470,0.089481
1683573881,0.082229
1683574293,0.104517
1683574688,0.071255
1683575087,0.106214
1683575497,0.131702
1683575893,0.097511
1683576699,0.122860
1683577354,0.129320
1683577758,0.170535
1683578160,0.149185
1683578567,0.151611
1683578962,0.106073
1683579361,0.163789
1683580030,0.153215
1683580685,0.102392
1683581075,0.116233
1683581481,0.105269
1683581884,0.124319
1683582291,0.124668
1683582684,0.113467
1683583087,0.191429
1683583862,0.124760
1683584642,0.132052
1683585044,0.100911
1683585446,0.093817
1683585848,0.129653
1683586242,0.089381
1683586645,0.078187
1683587494,0.092010
1683588186,0.086569
1683588580,0.108667
1683588983,0.070293
1683589388,0.153251
1683589795,0.091460
1683590200,0.129697
1683593459,0.117443
1683597426,0.148152
1683599324,0.164732
1683600277,0.089087
1683600673,0.102947
1683601071,0.141251
1683601938,0.104591
1683602642,0.076773
1683603043,0.112233
1683603443,0.074457
1683603843,0.087772
1683604247,0.123882
1683604655,0.247274
1683605574,0.111939
1683606409,0.090368
1683606809,0.074012
1683607200,0.119381
1683607603,0.089650
1683608004,0.134401
1683608398,0.213417
1683609232,0.075343
1683609903,0.101394
1683610326,0.182614
1683610739,0.104122
1683611133,0.090094
1683611522,0.071945
1683611922,0.096467
1683613015,0.110048
1683613813,0.129333
1683614275,0.169129
1683614690,0.214650
1683615110,0.173426
1683615509,0.094965
1683616310,0.113577
1683616847,0.070922
1683617249,0.093665
1683617666,0.115305
1683618063,0.122553
1683618459,0.125406
1683618861,0.075638
1683619654,0.115859
1683620668,0.095722
1683621077,0.123944
1683621476,0.120364
1683621875,0.348861
1683622267,0.091821
1683622666,0.200803
1683623474,0.094058
1683624129,0.106305
1683624530,0.088286
1683624949,0.090311
1683625355,0.165589
1683625761,0.088190
1683626156,0.095300
1683626922,0.122539
1683627973,0.119198
1683628420,0.092591
1683628817,0.176239
1683629214,0.146210
1683629612,0.092186
1683630012,0.201271
1683630779,0.096925
1683631205,0.198733
1683631598,0.072749
1683638087,0.133597
1683639657,0.091236
1683640071,0.119967
1683640479,0.088752
1683641096,0.089782
1683642042,0.100902
1683642554,0.121721
1683642955,0.087231
1683643356,0.171782
1683643754,0.095854
1683644155,0.123596
1683644925,0.149642
1683645756,0.093606
1683646148,0.086925
1683646565,0.189434
1683646967,0.095223
1683647356,0.092342
1683647754,0.120301
1683648613,0.090509
1683649733,0.122803
1683650321,0.112411
1683650719,0.122644
1683651124,0.123545
1683651518,0.119781
1683652281,0.214430
1683653004,0.242363
1683653396,0.126537
1683653793,0.137469
1683654190,0.072073
1683654585,0.333703
1683654979,0.080405
1683655838,0.118103
1683656821,0.125569
1683657272,0.132798
1683657672,0.094011
1683658064,0.081826
1683658469,0.138932
1683658942,0.222270
1683659692,0.107556
1683660104,0.093933
1683660500,0.104969
1683660917,0.103190
1683661321,0.261335
1683661726,0.107475
1683662119,0.074297
1683662844,0.101412
1683663665,0.105357
1683664059,0.088012
1683664496,0.128131
1683664893,0.123690
1683665291,0.107855
1683665690,0.158838
1683666255,0.121296
1683666981,0.148731
1683667382,0.106388
1683667784,0.085739
1683668186,0.220663
1683668592,0.087057
1683668989,0.108977
1683669400,0.106424
1683670123,0.098380
1683670962,0.132730
1683671356,0.100972
1683671762,0.074479
1683672163,0.154073
1683672567,0.141018
1683673672,0.092354
1683674423,0.293310
1683674822,0.116312
1683675247,0.100634
1683675641,0.098939
1683676051,0.102594
1683676446,0.114472
1683678382,0.091290
1683683095,0.116142
1683685345,0.084037
1683686432,0.132414
1683686824,0.115328
1683687226,0.132899
1683687618,0.108609
1683688612,0.099673
1683689127,0.106115
1683689555,0.146736
1683689962,0.151470
1683690355,0.211994
1683690754,0.159023
1683691152,0.099437
1683692158,0.137121
1683692900,0.109126
1683693305,0.108939
1683693701,0.110395
1683694106,0.134488
1683694499,0.174448
1683695133,0.074829
1683696004,0.127883
1683696448,0.133701
1683696863,0.136047
1683697257,0.128622
1683697662,0.101419
1683698060,0.108131
1683698831,0.145574
1683699924,0.074153
1683700393,0.100018
1683700786,0.088761
1683701190,0.095607
1683701583,0.075936
1683701983,0.151008
1683702793,0.097561
1683703268,0.107000
1683703673,0.151128
1683704089,0.095950
1683704483,0.127482
1683704894,0.094521
1683705305,0.088650
1683706116,0.142978
1683707108,0.075027
1683707534,0.097293
1683707952,0.105125
1683708349,0.094364
1683708762,0.098294
1683709159,0.126634
1683710018,0.071831
1683710608,0.141511
1683711008,0.119778
1683711418,0.121098
1683711817,0.102723
1683712210,0.088437
1683712602,0.088128
1683713421,0.108041
1683714368,0.088097
1683714790,0.078030
1683715192,0.127995
1683715597,0.093708
1683716001,0.120632
1683716404,0.106222
1683717142,0.117038
1683717582,0.089987
1683717987,0.121690
1683718398,0.089803
1683718804,0.088256
1683719216,0.127161
1683719615,0.095947
1683720025,0.139169
1683721863,0.084421
1683723227,0.121014
1683724191,0.104998
1683725928,0.114850
1683726317,0.116875
1683726711,0.099545
1683727133,0.116983
1683728934,0.093551
1683729733,0.388845
1683730134,0.125954
1683730543,0.176437
1683731242,0.087678
1683733435,0.073360
1683733845,0.148028
1683734239,0.165890
1683735252,0.148451
1683736440,0.099074
1683737052,0.104657
1683737446,0.176367
1683737870,0.092383
1683738646,0.116513
1683739652,0.096371
1683740940,0.112455
1683741339,0.113915
1683742360,0.104120
1683743639,0.083983
1683744069,0.126154
1683744453,0.094591
1683744840,0.110498
1683745261,0.108138
1683746131,0.115711
1683746507,0.127869
1683746917,0.114886
1683747408,0.108142
1683747807,0.128950
1683748191,0.151008
1683748603,0.100518
1683749503,0.078155
1683750473,0.104798
1683750961,0.070756
1683751377,0.094198
1683751763,0.086128
1683752161,0.211559
1683752916,0.085411
1683753824,0.121644
1683754085,0.095926
1683754502,0.106401
1683754897,0.127739
1683755286,0.070421
1683755699,0.222652
1683756422,0.087034
1683757505,0.078320
1683757979,0.129171
1683758396,0.095269
1683758815,0.135671
1683759190,0.099747
1683759592,0.148881
1683760490,0.217225
1683761042,0.121831
1683761447,0.098839
1683761840,0.139345
1683762238,0.097892
1683762647,0.126879
1683763046,0.095633
1683766531,0.100098
1683770295,0.121698
1683772089,0.108205
1683772964,0.125106
1683773360,0.110459
1683773755,0.148254
1683774497,0.087862
1683775271,0.079233
1683775672,0.113603
1683776090,0.072992
1683776506,0.091384
1683776899,0.125342
1683777298,0.165336
1683778047,0.093482
1683779048,0.129105
1683779463,0.214216
1683779872,0.084862
1683780273,0.161571
1683780672,0.091351
1683781072,0.150088
1683781833,0.107529
1683782604,0.091435
1683782998,0.099702
1683783393,0.112642
1683783788,0.101878
1683784189,0.099183
1683784587,0.125746
1683785500,0.129391
1683786441,0.089626
1683786886,0.090157
1683787282,0.129832
1683787688,0.076428
1683788088,0.111898
1683788670,0.102973
1683789432,0.089501
1683789836,0.095167
1683790247,0.125161
1683790647,0.087780
1683791036,0.162863
1683791443,0.148759
1683791849,0.094050
1683792792,0.075846
1683793639,0.291895
1683794043,0.097570
1683794445,0.072995
1683794841,0.135972
1683795252,0.121590
1683795707,0.130454
1683796650,0.077266
1683797054,0.091440
1683797452,0.124734
1683797843,0.074470
1683798243,0.098342
1683798636,0.104302
1683799033,0.132427
1683799851,0.081994
1683800794,0.136567
1683801201,0.099683
1683801597,0.075480
1683801997,0.107452
1683802396,0.085915
1683802790,0.100199
1683803517,0.115055
1683803977,0.129623
1683804376,0.117055
1683804787,0.099864
1683805183,0.195801
1683805587,0.134145
1683805987,0.137209
1683806390,0.118085
1683808184,0.077263
1683809525,0.147165
1683810394,0.106326
1683811646,0.077110
1683813221,0.148978
1683813627,0.095657
1683814462,0.088052
1683815152,0.108936
1683815563,0.095506
1683815959,0.101802
1683816366,0.126237
1683816775,0.151175
1683817174,0.119755
1683818079,0.116275
1683818695,0.094017
1683819104,0.155749
1683819509,0.071153
1683819907,0.107233
1683820303,0.125484
1683820702,0.098248
1683821749,0.100635
1683822698,0.105458
1683823253,0.095454
1683823664,0.087354
1683824057,0.519668
1683824535,0.152761
1683825384,0.112499
1683825925,0.147571
